-4.33, -2.5
-5, 0
-4.33, 2.5
-2.5, 4.33
0, 5
2.5, 4.33
4.33, 2.5
5, 0
4.33, -2.5
2.5, -4.33
0, -5
-2.5, -4.33
-4.33, -2.5
-5, 0
-4.33, 2.5
-2.5, 4.33
0, 5
2.5, 4.33
4.33, -2.5
2.5, -4.33
0, -5
-2.5, -4.33
-4.33, -2.5
-5, 0
-4.33, 2.5
-2.5, 4.33
0, 5
2.5, 4.33
4.33, 2.5
2.5, 4.33
0, 5
2.5, 4.33
4.33, 2.5
2.5, 4.33
0, 5
-2.5, 4.33
0, 5
2.5, 4.33
4.33, 2.5
5, 0
4.33, -2.5
5, 0
4.33, 2.5
5, 0
4.33, 2.5
2.5, 4.33
0, 5
2.5, 4.33
4.33, 2.5
5, 0
4.33, -2.5
2.5, -4.33
4.33, -2.5
5, 0
4.33, -2.5
2.5, -4.33
0, -5
-2.5, -4.33
-4.33, -2.5
-2.5, -4.33
0, -5
2.5, -4.33
4.33, -2.5
5, 0
4.33, 2.5
2.5, 4.33
0, 5
-2.5, 4.33
-4.33, 2.5
-5, 0
-4.33, -2.5
-2.5, -4.33
0, -5
2.5, -4.33
4.33, -2.5
5, 0
4.33, 2.5
2.5, 4.33
0, 5
-2.5, 4.33



4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
5,             0,                -6.2832
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
5,             0,                -6.2832
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
5,             0,                -6.2832
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
5,             0,                -6.2832
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
2.598,             -1.5,                -0.5236
3,             0,                0
2.598,             1.5,                0.5236
1.5,             2.598,                1.0472
0,             3,                1.5708
-1.5,             2.598,                2.0944
-2.598,             1.5,                2.618
-3,             0,                3.1416
-2.598,             -1.5,                3.6652
-1.5,             -2.598,                4.1888
4.33,             2.5,                0.5236
2.5,             4.33,                1.0472
0,             5,                1.5708
-2.5,             4.33,                2.0944
-4.33,             2.5,                2.618
-5,             0,                3.1416
-4.33,             -2.5,                3.6652
-2.5,             -4.33,                4.1888
0,             -5,                4.7124
2.5,             -4.33,                5.236
4.33,             -2.5,                5.7596
5,             0,                6.2832
4.33,             2.5,                0.5236
2.5,             4.33,                1.0472
0,             5,                1.5708
-2.5,             4.33,                2.0944
-4.33,             2.5,                2.618
-5,             0,                3.1416
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
5,             0,                -6.2832
4.33,             -2.5,                -0.5236
2.5,             -4.33,                -1.0472
0,             -5,                -1.5708
-2.5,             -4.33,                -2.0944
-4.33,             -2.5,                -2.618
-5,             0,                -3.1416
-4.33,             2.5,                -3.6652
-2.5,             4.33,                -4.1888
0,             5,                -4.7124
2.5,             4.33,                -5.236
4.33,             2.5,                -5.7596
5,             0,                -6.2832
4.33,             -2.5,                -0.5236
5,             0,                0
4.33,             2.5,                0.5236
2.5,             4.33,                1.0472
0,             5,                1.5708
-2.5,             4.33,                2.0944
-4.33,             2.5,                2.618
-5,             0,                3.1416
-4.33,             -2.5,                3.6652
-2.5,             -4.33,                4.1888
0,             -5,                4.7124
2.5,             -4.33,                5.236
4.33,             -2.5,                5.7596
5,             0,                6.2832
